file_name,modulation_type,symbol_width,code_sequence
16APSK_data_1001.csv,9,0.357709,12 11 7 11 15 12 15 13 7 15 2 7 5 15 2 2 8 8 8 15 8 15 12 8 7 6 6 8 7 8 15 7 8 7 8 8 7 8 7 8 7 6 7 8 7 6 8 8 7 6 6 8 2 8 7 6 8 7 6 6 6 6 6 6 6 8 8 2 8 8 7 8 15 8 8 7 6 6 8 6 6 8 2 8
16APSK_data_10010.csv,10,0.500691,9 12 0 0 12 18 18 20 12 7 18 18 18 12 12 12 0 0 0 0
16APSK_data_10011.csv,8,0.747785,4 5 4 4 4 4 5 4 5 5 4 4 5 5 2 2 5 2 2 4 2 5 2 2 2 4 3 4 2 2 4 4 2 2 4 4 4 4 4 4 4 4 4 2 4 6 2 4 4 5 4 5 4 4 2 2 2 2 2 4 4 4 2 2 2 2 2 4 4 4 4 2 2 2 2 2 4 2 5 2 2 4 4 2 4 4 4 2 2 4 4 2 2 2 2 2 2 4 4 4 2 2 2 2 2 4 2 2 4 4 4 2 2 5 2 2 2 5 2 5
16APSK_data_10012.csv,9,0.400671,11 6 4 14 10 10 6 1 4 7 7 12 8 0 8 2 4 4 14 6 2 6 15 6 5 3 7 5 8 3 2 2 13 7 15 7 8 2 2 15 15 2 8 2 2 8 7 7 8 2 7 15 2 5 8 8 2 2 8 2 8 8 8 2 6 7 8 8 2 3 8 8 7 8 8 15 8 8 8 8 2 8 8 8 8 2 8 8 2 6
16APSK_data_10013.csv,10,0.250839,0 12 18 3 3 12 3 3 12 20 29 29 24 24 20 31 24 29 31 24 29 18 24 12 18 20 20 31 24 12 12 12 29 2 12 20 12 20 20 29 29 20 18 24 12 2 13 20 13 12 20 12 12 12 13 29 12 12 13 12 18 24 0 12 18 29 29 29 20 20 13 12 0 0 12 12 20 20 31 24 12 0 12 31 12 12 25 2 20 12 13 3 0 20 24 12 14 6 20 20 24 31 20 24 20 14 3 3 12 13 12 12 20 12 6 20 20 29 24 0 13 3 12 0 0 12 0 12 0 0 0 0 0 12 12 12 12 0 0 13 12 20 12 0 18 13 29 19 0 29 29 24 0 0 6 0 0 0 0 6 12 12 13 13 12 12 12 12 18 12 20 13 20 31 18 29 12 31 20 18 12 12 12 13 20 12 18 0 13 0 12 12 19 12 12 0 0 13 12 6 20 12 12 12 12 0 0 13 0 12 0 0 0 0 12 0 13 0 0 12 0 0 12 12 12 12 29 12 20 12 29 20 13 6 12 0 12 12 3 0 0 0 0 0 12 0 0 12 18 0 31 20 20 31 20 20 6 20 24 12 12 0 12 0 0 0 0 0
16APSK_data_10014.csv,9,0.826243,4 13 8 15 8 12 12 12 12 12 12 15 12 12 12 12 15 12 7 15 15 7 7 7 7 7 6 15 12 7 7 12 7 7 12 12 12 15 7 7 12 15 15 15 7 7 7 7 15 12 7 5 7 7 7 7 7 7 7 12 12 7 12 12 12 7 7 12 12 12 12 2 12 15 12 7 7 7 7 5 12 7 7 7 12 15 15 15 7 7 7 12 4
16APSK_data_10015.csv,9,0.688253,15 7 3 3 7 14 5 13 2 0 9 13 3 5 2 2 5 15 10 7 9 8 14 7 15 8 2 15 4 6 7 7 8 8 2 15 14 5 5 14 4 5 7 2 8 6 6 15
16APSK_data_10016.csv,5,0.248560,2 7 5 5 5 5 5 7 7 7 7 7 5 7 7 5 7 7 7 7 7 7
16APSK_data_10017.csv,9,1.000000,6 11 8 4 14 2 6 15 6 1 6 7 5 0 3 8 2 11 7 6 8 8 7 4 7 4 15 4 7 2 4 6 8 8 2 8 4 4 4 6 7 8 8 8 6 8 8 8 4 4 8 8 7 6 2 8 8 8 7 8 7 8 7 8 2 8 8 8 8 8 2 8 7 8 2 8 7 15 2 8
16APSK_data_10018.csv,9,0.807800,6 8 7 5 14 1 6 1 8 15 8 7 6 2 7 3 8 8 8 6 15 8 6 4 6 8 15 8 4 6 4 6 4 7 6 8 8 6 6 8 4 4 5 6 8 8 8 6 8 6 6 8 8 4 8 8 4 8 8 8 4 8 8 8 8 6 4 8 8 8 2 8 8 8 8 6 4 6 6 8 8 6 6 6 6 6 6 6 8 6 6 6
16APSK_data_10019.csv,9,0.249551,13 7 11 3 2 10 15 14 15 9 9 15 8 15 14 14 2 11 9 5 0 11 14 3 2 12 13 15 15 7 11 15 13 3 0 7 8 4 15 3 6 6 3 5 2 11 7 2 8 5 4 11 3 15 2 7 8 8 8 15 7 8 15 2 6 2 5 15 8 2 7 8 12 15 4 15 7 7 8 3 11 15 5 8 8 2 7 8 0 13 15 7 15 8 8 2 6 6 6 4 15 3 7 8 8 8 8 8 2 8 15 2 6 7 8 3 7 8 7 15 8 2 7 8 7 15 8 2 7 8 8 8 8 2 6 7 8 2 7 8 7 7 15 15 7 8 8 7 8 7 15 8 15 8 2 7 8 8 15 7 8 7 2 7 8 8 2 6 6 8 8 2 2 7 15 7 8 2 7 8 7 13 7 8 7 8 7 8 15 7 8 7 8 7 7 8 15 8 7 8 8 8 2 6 7 8 8 8 7 8 2 6 6 5 6 8 7 8 8 2 8 8 8 8 15 7 11 7 6 2 6 8 8 2 8 8 2 8 8 15 15 7 8 15 2 6 7 15 8 8 8 8 8 15 3 8 15 7 6 7 8 8 15 8 2 7 8 8 8 2 7 8 8 8 8 7 8 2 8 8 8 2 4 15 8 2 7 8 8 8 7 8 8 8 7 8 8 7 2 2 6 7 7 8 8 8 8 7 8 7 8 7 8 7 8 8 3 8 8 2 6 6 8 8 2 6 6 8 8 8 8 7 8 8 2 8 2 6 6 8
16APSK_data_1002.csv,6,0.455223,5 2 2 8 2 4 11 10 15 2 2 15 6 15 4 2 2 15 2 2 15 8 2 2 15 15 2 9 6 8 15 5 2 15 6 2 15 2 2 2 9 5 2 15 2 15 15 5 5 6 6 2 9 15 6 2 15 5 9 10 2 2 15 6 6 6 15 2 2 6 6 2 7 6 2 15 15 2 15 2 2 2 2 6 9 15 15 15 2 2 9 5 2 6 6 2 9 6 2 6 6 15 9 2 15 2 15 15 15 2 15 9 5 2 2 15 5 2 2 15 15 15 5 2 2 9 5 2 2 2 2 5 2 2 15 2 9 15 15 5 15 15 2 2 15 9 15 5 9 2 15 9
16APSK_data_10020.csv,10,0.571529,12 20 29 0 0 12 12 13 18 25 9 29 20 6 0 0 0 0 0 0 12 20 24 0 0 0 29 17 6 12 25 29 20 10 20 20 6 0 29 18 0 12 0 29 0 0 18 20 6 0 7 20 20 20 31 0 19 20 6 6 20 20 20 29 29 29 12 0 0 0 0 0 7 0 0 0 29 25 20 18 13 29 0 13 20 12 3 0 0 0 0 29 0 29 29 31 0 12 0 12 12 0 13 13 0 29 25 18 20 20 20 6 0 13 13 0 0 12 0 18 20 13 20 6 20 18
16APSK_data_10021.csv,9,0.683786,14 8 6 10 9 6 15 12 9 11 11 3 4 8 8 4 2 12 5 8 10 4 6 15 6 8 7 8 8 8 8 6
16APSK_data_10022.csv,9,0.249579,15 12 8 15 9 4 9 0 11 10 7 6 8 11 14 15 14 8 15 15 5 13 8 1 15 4 5 1 11 8 1 12 1 12 2 15 2 6 5 15 15 11 4 15 7 13 2 6 5 7 11 13 2 8 2 15 2 8 7 15 14 3 15 7 8 15 2 2 15 14 15 15 8 2 3 7 8 2 4 7 7 10 15 15 14 7 7 6 15 2 15 15 14 15 8 2 2 8 3 6 15 2 7 6 6 8 7 0 8 13 7 6 15 4 11 15 8 8 8 7 13 8 8 8 7 7 15 15 3 4 8 13 3 11 15 15 3 8 15 8 8 2 8 8 3 7 11 7 11 15 4 15 7 8 7 15 8 2 7 6 7 8 15 4 15 15 8 7 7 15 2 6 5 6 7 8 7 6 6 5 8 8 2 6 15 2 5 11 8 7 8 3 15 8 15 2 4 7 15 7 15 2 8 2 7 8 5 7 8 2 7 8 2 8 8 2
16APSK_data_10023.csv,8,0.402413,4 2 7 4 4 1 5 2 2 2 2 4 2 5 4 2 4 2 2 2 4 2 4 4 2 4 4 5 4 2 6 4 4 3 4 4 4 4 4 4 2 4 5 2 4 4 3 4 4 4 4 4 4 4 4 4 3 2 5 5 2 4
16APSK_data_10024.csv,9,0.806993,14 4 8 7 4 8 2 8 5 8 8 6 4 6 8 4 6 4 4 6 8 8 4 8 6 8 8 8 8 8 8 4 6 8 4 4 8 8 7 6
16APSK_data_10025.csv,9,0.354414,15 11 7 4 14 7 11 2 15 4 2 8 9 8 7 15 14 15 2 15 7 6 15 15 4 7 8 8 11 13 8 2 8 15 7 15 8 2 6 15 2 11 8 2 6 15 2 4 5 7 6 7 2 8 15 8 8 15 8 7 8 2 2 8 8 8 8 2 6 7 8 2 2 2 8 15 7 15 7 8 7 8 8 7 8 2 6 6 2 8 8 8 8 7 6 2 15 8 2 7 8 8 2 8 15 8 2 6 8 8 2 7 8 8 7 15 3 8 7 8 7 8 7 8 2 7 8 8 8 15 8 8 15 8 2 8 8 7 6 6 15 8 2 7 15 2 15 7 8 2 7 15 8 2 7 8 7 8 15 5 8 2 8 2 8 7 6 15 15 8 2 7 8 7 6 2 6 2 6 2 8 8 8 8 8 8 8 8 8 8 8 8 7 8 2 6 2 6 6 8
16APSK_data_10026.csv,7,0.618778,12 16 20 20 17 0 29 25 0 20 9 29 20 9 0 1 20 25 20 29 25 31 1 25 29 1 25 17 9 30 1 12 25 28
16APSK_data_10027.csv,9,0.541987,7 6 8 5 5 6 4 7 7 8 8 6 6 4 6 6 8 7 7 8 7 15 8 4 15 4 8 7 8 8 8 7 8 7 4 8 8 8 7 6 7 8 7 8 4 6 6 5 8 7 7 8 7 8 7 8 7 8 7 8 7 8 8 6 8 8 7 8 7 8 7 8 7 7 8 6 6 6 7 2 8 8 8 8 8 8 8 8 7 8 6 2 8 8 8 7 8 7 8 8
16APSK_data_10028.csv,7,0.616337,11 11 11 25 11 26 26 0 12 20 20 0 11 28 29 12 26 20 20 2 28 26 11 17 0 12 20 2 26 0 12 20 29 0 0 29 20 20 20 29 29 20 20 30 20 29 20 0 17 11 20 12 25 12 12 11 11 31 20 30 0 20 0 20 0 0 20 20 25 11 11 11 11 28 12 0 26 11 26
16APSK_data_10029.csv,6,0.930745,5 6 9 5 2 9 2 2 9 10 9 5 5 5 9 2 2
16APSK_data_1003.csv,9,0.535230,6 4 8 11 5 7 3 8 4 0 14 9 11 3 7 11 7 15 14 2 5 7 15 15 3 8 4 2 7 15 2 5 8 8 8 15 2 4 2 14 15 2 8 2 8 2 2 8 2 8 15 2 5 8 7 8 2 8 8 8 8 2 8 6
16APSK_data_10030.csv,8,0.288866,2 2 2 2 5 2 2 2 2 2 5 4 4 4 4 7 2 7 4 3 2 4 3 2 2 2 5 4 4 5 4 0 5 4 4 4 5 4 5 2 4 2 4 4 4 4 5 5 4 3 4 1 5 2 4 4 4 5 4 4 4 4 5 4 5 4 4 4 5 5 4 4 4 0 5 3 4 3 5 5 2 2 5 4 2 4 4 4 4 4 5 7 2 2 3 2 4 4 3 4 4 4 0 4 4 4 4 4 4 2 5 4 5 4 2 5 2 2 5 4 4 5 4 4 4 2 5 2 5 4 5 4 4 4 0 5 5 4 4 4 4 4 4 4 4 5 5 3 7 4 0 5 4 4 4 2 4 4 3 4 4 4 4 5 5 4 4 5 4 5 4 7 5 2 4 7 2 2 4 4 4 2 4 4 5 5 4 4 4 4 4 4 2 2 2 4 4 3 4 4 4 4 4 5 4 2 4 4 4 2 5 5 5 5 2 4 4 7 4 4 4 0 7 4 2 5 2 4 2 4 2 5 4 4 4 4 4 5 4 4 5 4 4 4 5 4 2 4 4 7 5 4 4 2 4 3 4 2 4 3 4 4 4 2 4 0 4 5 5 2 4 4 2 2 4 4 5 4 4 4 4 4 4 4 5 2 2 4 2 2 4 5 4 4 4 4 4 4 4 4 4 2 7 2 4 5 4 4 4 4 4 5 4 4 4 7 5 7 4 3
16APSK_data_10031.csv,8,0.248110,4 4 4 3 2 2 4 4 5 5 5 4 4 2 5 2 2 5 3 5 2 5 4 3 4 4 5 5 5 4 4 4 5 5 5 5 4 2 5 5 3 2 5 2 2 3 3 5 5 5 5 3 5 4 4 4 4 4 4 4 4 5 4 5 4 4 5 5 4 4 5 5 5 5 5 5 5 5 5 4 4 5 4 4 4 5 5 4 5 4 0 5 5 5 5 5 4 4 5 5 3 5 4 4 5 3 3 5 2 5 2 5 2 2 5 5 2 5 2 2 5 2 2 5 3 2 5 2 4 2 2 2 2 2 2 2 2 2 2 2 3 5 2 2 2 2 2 2 5 2 2 2 2 2 2 2 2 5 4 2 3 2 2 2 2 5 2 4 5 4 0 5 5 5 3 2 2 2 2 5 5 5 5 5 5 5 3 5 5 5 5 3 2 5 2 4 5 4 4 5 5 4 4 5 5 5 5 5 5 5 5 5 5 4 4 5 4 5 4 3 5 5 2 2 5 3 5 5 5 3 2 2 2 5 5 5 4 5 5 4 4 0 3 2 5 4 5 5 4 5 5 5 4 3 3 5 5 2 3 4
16APSK_data_10032.csv,9,0.250687,6 14 8 13 10 8 15 5 10 15 12 14 13 8 8 11 13 7 5 15 12 2 6 6 7 11 1 6 6 7 12 13 12 13 13 15 7 8 15 2 5 15 8 8 15 2 6 13 0 7 12 15 8 8 8 13 15 2 6 6 8 8 7 6 13 12 12 12 13 2 6 8 15 13 13 12 15 7 13 7 12 8 8 15 7 6 15 2 7 6 12 15 8 15 8 15 12 12 7 6 13 8 8 15 12 13 13 8 12 2 8 2 7 8 8 8 8 15 8 8 8 2 7 13 12 12 15 12 15 13 15 7 8 8 12 13 8 15 2 8 8 15 2 7 8 8 15 7 13 7 8 13 7 7 6 8 8 2 5 8 2 6 6 6 6 8 8 15 7 6 6 6 8 12 13 8 8 8 12 2 15 2 8 7 12 12 15 2 8 8 8 15 2 6 6 5 6 6 6 8 2 15 2 8 15 7 7 8 13 12 12 15 12 5 15 2 7 8 7 7 8 8 15 7 2 8 8 12 2 6 8 8 2 6 6 6 6 13 7 8 8 8 13 7 12 7 13 2 6 6 6 8 8 8 8 8 12 5 15 13 8 12 12 8 15 7 13 7 8 8 13 12 8 2 12 13 13 7 6 12 5 6 6 8 12 7 15 2 6 8 15 2 6 6 12 8 15 12 12 15 2 7 8 8 12 7 6 8 12 12 15 2 6 8 8 15 7 6 12 12 15 2 5 15 2 6 6 12 12 12 12 2 6 6 6 12 15 12 8 8 8 15 2 6 6 8 12 12 12 13 13 12 13 2 15 2 8 12 7 6 15 13
16APSK_data_10033.csv,9,0.905608,11 7 15 15 4 13 8 14 15 13 8 11 5 11 13 10 6 5 6 7 8 2 5 3 7 10 10 2 6 8 10 11 2 5 2 8 11 6 2 13 2 15 3 0 6 5 2 7 7 3 8 0 10 15 3 10 0 12 6 5 3 8 15 2 8 8 5 8 12 14 2 6 6 8 8 6 3 3 14 15 5 15 8 15 5 8 14 3 15 15 14 8 5 2 5 15 15 7 5 14 15 5 15 5 8 2 8 5 2 2
16APSK_data_10034.csv,9,0.759775,8 12 0 11 12 0 10 4 3 5 5 5 5 10 9 2 3 5 10 13 6 15 2 13 7 5 9 7 15 14 10 3 5 8 13 14 7 8 4 5 5 3 14 2 6 0 2 4 6 6 9 8 14 0 8 6 5 7 11 3 11 5 3 2 3 2 7 2 7 6 6 7 7 3 14 7 15 14 9 15 15 6 14 6 0 2 3 14 0 11 5 3 14 5 15 8 14 15 2 6 6 5 15 2
16APSK_data_10035.csv,9,0.620486,6 6 14 14 12 1 15 7 14 15 7 8 8 1 15 10 12 8 15 8
16APSK_data_10036.csv,9,0.348378,14 14 14 8 2 3 12 7 11 6 10 7 4 2 4 15 5 4 14 4 15 14 2 6 7 15 12 15 11 8 4 15 2 8 8 8 15 8 8 15 15 15 2 7 7 7 8 8 2 2 7 7 8 15 15 8 7 8 8 2 15 15 8 2 7 8 8 2 2 8 2 15 8 7 8 7 8 7 8 8 8 8 8 2 6 7 8 8 15 7 8 7 8 7 8 2 8 8 8 7 8 8 2 6 7 8 8 8 8 2 7 8 2 6 7 6 7 8 7 8 8 7 8 2 7 8 7 7 8 8 7 8 8 2 6 2 6 7 8 15 7 8 8 8 7 7 15 8 7 8 7 15 2 7 8 2 15 8 8 8 8 2 15 8 8 8 7 6 6 7 8 8 13 2 7 8 8 8 8 7 8 8 15 8 2 7 7 8 8 8 8 8 2 2 8 7 8 8 8 8 2 6 2 7 8 7 8 2 6 8
16APSK_data_10037.csv,9,0.304757,0 14 5 5 5 5 13 5 5 15 9 8 12 7 15 8 8 11 8 13 12 13 6 13 12 12 13 13 12 13 15 13 13 5 6 1 6 13 2 13 2 6 13 7 6 6 6 13 13 7 6 6 6 6 6 8 15 13 13 2 8 13 13 7 12 7 6 13 2 13 7 6 2 8 13 13 13 13 2 13 8 8 13 13 2 2 8 8 13 8 15 13 7 13 2 8 8 8 13 2 13 2 13 5 7 6 6 13 2 12 8 13 7 6 6 8 15 13 13 7 13 7 6 6 6 6 6 6 6 6 6 8 8 13 8 13 7 6 13 12 13 13 13 2 6 6 2 13 7 6 12 13 7 13 2 6 13 13 13 7 8 13 7 6 2 13 7 6 6 6 8 12 6 8 8 12 13 7 6 13 7 6 6 13 7 6 6 6 13 8 7 6 6 6 13 7 6 6 13 7 6 6 13 5 6 8 7 6
16APSK_data_10038.csv,9,1.000000,12 12 6 8 2 14 6 15 2 5 5 3 6 14 7 0 2 13 0 3 15 9 3 6 5 2 6 2 15 8 8 2
16APSK_data_10039.csv,9,0.363206,0 6 6 6 5 11 5 6 10 7 8 15 15 7 12 15 5 6 6 6 8 2 15 7 2 8 7 8 8 8 2 15 8 8 8 2 15 8 8 6 6 6 6 6 6 6 6 6 13 8 8 8 7 6 8 8 7 8 7 8 7 6 6 2 8 8 8 8 13 2 8 8 2 8 8 7 8 7 6 6 8 8 8 8 2 8 8 8 2 8 7 6 6 6
16APSK_data_1004.csv,9,1.000000,10 6 7 12 7 5 12 7 7 8 15 15 15 5 7 12 15 12 12 5 7 5 7 12 7 15 15 15 5 5 5 7 12 15 15 15 4 15 15 7 15 12 7 5 7 15 15 7 12 7 5 7 15 15 7 15 12 7 5 5 5 5 12 7 7 7 5 12
16APSK_data_10040.csv,9,0.561649,7 8 5 15 7 7 12 12 0 8 8 15 4 8 8 12 7 2 2 8 13 2 8 15 7 7 7
16APSK_data_10041.csv,9,0.249448,8 5 8 5 12 6 13 15 8 15 4 2 4 11 14 14 15 5 12 3 5 3 15 7 13 15 9 4 12 2 10 15 3 7 10 9 4 7 14 0 7 6 0 15 15 15 15 15 2 0 15 4 11 14 15 15 7 0 15 14 4 6 5 7 2 8 8 8 2 2 8 15 7 11 7 8 8 2 15 15 7 8 2 7 14 15 1 15 7 8 8 8 8 8 8 15 7 11 5 7 6 6 7 15 2 7 8 8 15 7 8 15 2 7 6 6 5 8 2 2 7 8 15 7 8 2 6 15 8 2 6 6 5 6 7 8 2 7 7 2 7 15 7 8 2 2 2 8 3 8 8 15 7 8 2 7 8 2 8 8 7 0 15 7 8 5 15 2 6 7 15 15 8 8 2 7 7 2 6 15 3 8 7 2 11 7 7 15 8 7 8 15 8 2 2 7 8 8 2 8 8 15 2 15 8 2 7 8 15 15 2 7 8 7 8 2 7 8 8 15 2 6 0 13 8 8 15 7 7 7 8 8 7 8 15 15 8 7 8 7 8 15 15 8 2 7 7 9 3 6 4 15 2 7 8 15 2 6 7 8 2 6 6 15 8 15 7 8 2 15 15 15 4 8 5 7 2 3 6 6 6 7 8 15 8 7 8 8 15 2 6 7 8 7 8 2 6 7 8 1 7 8 8 7 8 8 2 2 7 8 8 8 2 6 7 8 2 6 7 8 8 8 8 2 7 8 15 2 15 8 2 7 13 8 8 15 7 7 8 2 8 8 8 8 8 2 2 7 8 8 7 8 8 8 8 7 8 8 15 2 7 8 2 7 8 8 7 8 2 7
16APSK_data_10042.csv,8,0.498630,0 2 1 4 0 6 5 1 0 0 7 5 3 5 0 3 4 4 1 4 3 3 3 3 4 7 3 3 4 4 3 3 7 4 3 4 4 4 4 7 3 4
16APSK_data_10043.csv,8,0.309586,2 2 2 2 2 4 4 4 6 4 4 5 3 4 4 6 4 4 4 3 5 2 2 2 4 4 3 4 4 4 2 2 5 2 2 2 4 2 4 5 4 4 4 2 4 4 2 2 4 4 4 4 4 4 7 4 3 5 2 2 5 4 3 4 2 2 2 5 5 5 5 5 4 5 5 5 5 4 4 4 5 4 4 3 2 2
16APSK_data_10044.csv,9,0.892683,8 6 5 4 3 7 4 6 8 7 8 2 7 4 6 5 7 8 4 8 8 8 4 8 6 8 7 2 4 8 6 8 8 8 8 4 6 8 8 7 8 4 7 8 8 6 8 8 8 6 8 6 8 8 7 6 8 8 8 6 8 6 8 6 8 8 8 7 8 8 8 8 8 7 8 6 8 7 8 6
16APSK_data_10045.csv,9,0.618739,11 7 13 6 12 5 12 2 14 10 6 15 4 15 12 4 8 6 15 5 13 7 7 5 14 11 14 8 5 6 13 6 8 4 8 6 15 14 6 14 4 5 4 2 13 13 7 8 8 8 15 4 8 6 8 7 8 7 14 8 15 6 15 7 15 1 14 6 6 8 7 8 6 15 7 8 4 6 4 8 8 6 5 6 14 8 7 8 6 15 8 8 8 8 8 6 4 14 5 8 6 2 15 6 6 8 8 6 2 8 8 8 8 8 8 6 6 8 8 15 8 5 8 7 15 8 8 7 8 7 8 8 2 6 6 8 8 6 6 6 8 6 6 6 8 7 8 15 4 6 6 8 15 8 8 7 8 7 8 7
16APSK_data_10046.csv,8,0.455141,4 2 4 4 4 1 2 4 4 4 4 4 4 4 2 4 2 2 2 5 2 5 2 2 4 0 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 5 5 4 5 4 4 4 4 4 4 4 4 5 4 4 4 4 2 4 4 5 4 4 4 2 5 4 4 4 4 5 4 4 4 4 4 4 4 2 2 4 4 4 4 4 4 4 2 5 4 4 4 4 4 5 2 4 4 3 4 5 4 4 4 5 2 2 4 2 4 5 4 2 2 2 5 2 2 2 5 4 4 4 4 2 2 4 2 2 2 5 5 5 4 4 5 2 2 2 2 4 4 4 4 2 4 2 4 2 2 4 4 4 5 2 2 5 4 4 5 2 4 4 4 4 4 2 5 4 5 4 4 4 2 2 4 5 2 4 5 2 4
16APSK_data_10047.csv,10,0.558936,0 12 9 12 12 9 20 0 0 0
16APSK_data_10048.csv,6,0.825470,2 5 2 2 2 2 9 9 2 15 5 2 2 2 10 2 9 5 15 5 9 2 2 2 2 2 5 2 5 6 2 15 9 2 2 6 2 15 2 2
